Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
QCL,Crops and livestock products,28,Antigua and Barbuda,5312,Area harvested,1241.9,"Other beans, green",2023,2023,ha,26,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,28,Antigua and Barbuda,5312,Area harvested,1319,"Other tropical fruits, n.e.c.",2023,2023,ha,948,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,28,Antigua and Barbuda,5312,Area harvested,1290.9,"Other vegetables, fresh n.e.c.",2023,2023,ha,73,E,Estimated value,
QCL,Crops and livestock products,28,Antigua and Barbuda,5312,Area harvested,1318,Pineapples,2023,2023,ha,1,A,Official figure,
QCL,Crops and livestock products,28,Antigua and Barbuda,5312,Area harvested,1235,"Pumpkins, squash and gourds",2023,2023,ha,52,A,Official figure,
QCL,Crops and livestock products,28,Antigua and Barbuda,5312,Area harvested,1921.01,"Seed cotton, unginned",2023,2023,ha,596,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,28,Antigua and Barbuda,5312,Area harvested,1215,Spinach,2023,2023,ha,5,A,Official figure,
QCL,Crops and livestock products,28,Antigua and Barbuda,5312,Area harvested,1802,Sugar cane,2023,2023,ha,,M,Missing value; data cannot exist,
QCL,Crops and livestock products,28,Antigua and Barbuda,5312,Area harvested,1530,Sweet potatoes,2023,2023,ha,75,A,Official figure,
QCL,Crops and livestock products,28,Antigua and Barbuda,5312,Area harvested,1550,Taro,2023,2023,ha,9,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,28,Antigua and Barbuda,5312,Area harvested,1234,Tomatoes,2023,2023,ha,9,A,Official figure,
QCL,Crops and livestock products,28,Antigua and Barbuda,5312,Area harvested,1221,Watermelons,2023,2023,ha,28,A,Official figure,
QCL,Crops and livestock products,28,Antigua and Barbuda,5312,Area harvested,1540,Yams,2023,2023,ha,44,E,Estimated value,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1371,"Almonds, in shell",2023,2023,ha,386,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2023,2023,ha,8321,E,Estimated value,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1341,Apples,2023,2023,ha,19449,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1343,Apricots,2023,2023,ha,2408,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1216,Artichokes,2023,2023,ha,1493,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1211,Asparagus,2023,2023,ha,2678,E,Estimated value,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1311,Avocados,2023,2023,ha,575,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1312,Bananas,2023,2023,ha,8443,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,115,Barley,2023,2023,ha,1589966,A,Official figure,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1701,"Beans, dry",2023,2023,ha,572364,A,Official figure,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1702,"Broad beans and horse beans, dry",2023,2023,ha,1929,E,Estimated value,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1195,Canary seed,2023,2023,ha,37105,A,Official figure,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1229,Cantaloupes and other melons,2023,2023,ha,5180,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1251,Carrots and turnips,2023,2023,ha,8994,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1520.01,"Cassava, fresh",2023,2023,ha,19967,E,Estimated value,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1447,Castor oil seeds,2023,2023,ha,,M,Missing value; data cannot exist,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1199.9,Cereals n.e.c.,2023,2023,ha,26994,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1344.02,Cherries,2023,2023,ha,2274,E,Estimated value,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1703,"Chick peas, dry",2023,2023,ha,66672,A,Official figure,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1652,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2023,2023,ha,2755,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2023,2023,ha,6428,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1315,Figs,2023,2023,ha,270,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1929.01,"Flax, raw or retted",2023,2023,ha,2800,E,Estimated value,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1330,Grapes,2023,2023,ha,204847,A,Official figure,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1252,Green garlic,2023,2023,ha,15946,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,142,"Groundnuts, excluding shelled",2023,2023,ha,371627,A,Official figure,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1659,Hop cones,2023,2023,ha,403,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1322,Lemons and limes,2023,2023,ha,81708,A,Official figure,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1704,"Lentils, dry",2023,2023,ha,14426,A,Official figure,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1441,Linseed,2023,2023,ha,22455,A,Official figure,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1709.02,Lupins,2023,2023,ha,112,E,Estimated value,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,112,Maize (corn),2023,2023,ha,8104641,A,Official figure,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1316,"Mangoes, guavas and mangosteens",2023,2023,ha,280,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1630,Maté leaves,2023,2023,ha,222169,A,Official figure,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,118,Millet,2023,2023,ha,7254,A,Official figure,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,117,Oats,2023,2023,ha,257361,A,Official figure,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1450,Olives,2023,2023,ha,124403,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1253.02,"Onions and shallots, dry (excluding dehydrated)",2023,2023,ha,19857,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1323,Oranges,2023,2023,ha,47382,A,Official figure,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1241.9,"Other beans, green",2023,2023,ha,1400,E,Estimated value,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1929.9,"Other fibre crops, raw, n.e.c.",2023,2023,ha,1599,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1699,"Other stimulant, spice and aromatic crops, n.e.c.",2023,2023,ha,1286,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1290.9,"Other vegetables, fresh n.e.c.",2023,2023,ha,57022,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1317,Papayas,2023,2023,ha,202,E,Estimated value,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1345,Peaches and nectarines,2023,2023,ha,8635,A,Official figure,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1342.01,Pears,2023,2023,ha,19526,A,Official figure,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1705,"Peas, dry",2023,2023,ha,54224,A,Official figure,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1242,"Peas, green",2023,2023,ha,14855,E,Estimated value,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1930.01,"Peppermint, spearmint",2023,2023,ha,361,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1318,Pineapples,2023,2023,ha,179,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1346,Plums and sloes,2023,2023,ha,18260,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1321,Pomelos and grapefruits,2023,2023,ha,4338,A,Official figure,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1510,Potatoes,2023,2023,ha,60695,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1235,"Pumpkins, squash and gourds",2023,2023,ha,17486,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1342.02,Quinces,2023,2023,ha,3526,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1443,Rape or colza seed,2023,2023,ha,22862,A,Official figure,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,113,Rice,2023,2023,ha,173002,A,Official figure,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,116,Rye,2023,2023,ha,107792,A,Official figure,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1446,Safflower seed,2023,2023,ha,9495,A,Official figure,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1921.01,"Seed cotton, unginned",2023,2023,ha,511783,A,Official figure,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,114,Sorghum,2023,2023,ha,500421,A,Official figure,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,141,Soya beans,2023,2023,ha,14356922,A,Official figure,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1354,Strawberries,2023,2023,ha,1596,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1241.01,String beans,2023,2023,ha,6779,E,Estimated value,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1802,Sugar cane,2023,2023,ha,467330,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1445,Sunflower seed,2023,2023,ha,2453245,A,Official figure,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1530,Sweet potatoes,2023,2023,ha,9279,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1324,"Tangerines, mandarins, clementines",2023,2023,ha,28637,A,Official figure,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1620,Tea leaves,2023,2023,ha,30100,A,Official figure,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1234,Tomatoes,2023,2023,ha,19457,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1499.02,Tung nuts,2023,2023,ha,2543,E,Estimated value,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1970,Unmanufactured tobacco,2023,2023,ha,56857,A,Official figure,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1376,"Walnuts, in shell",2023,2023,ha,14612,E,Estimated value,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1221,Watermelons,2023,2023,ha,9000,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,111,Wheat,2023,2023,ha,5575352,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,1341,Apples,2023,2023,ha,10457,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,1343,Apricots,2023,2023,ha,11407,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,115,Barley,2023,2023,ha,39848,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,1701,"Beans, dry",2023,2023,ha,940,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,1212,Cabbages,2023,2023,ha,1630,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,1251,Carrots and turnips,2023,2023,ha,739,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,1213,Cauliflowers and broccoli,2023,2023,ha,232,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,1199.9,Cereals n.e.c.,2023,2023,ha,4613,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,1344.02,Cherries,2023,2023,ha,1786,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,1703,"Chick peas, dry",2023,2023,ha,98,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,1232,Cucumbers and gherkins,2023,2023,ha,1698,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,1233,Eggplants (aubergines),2023,2023,ha,1495,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,1315,Figs,2023,2023,ha,263,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,1330,Grapes,2023,2023,ha,14316,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,1252,Green garlic,2023,2023,ha,737,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,1374,"Hazelnuts, in shell",2023,2023,ha,182,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,1704,"Lentils, dry",2023,2023,ha,117,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,1441,Linseed,2023,2023,ha,144,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,112,Maize (corn),2023,2023,ha,837,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,117,Oats,2023,2023,ha,5509,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,1253.02,"Onions and shallots, dry (excluding dehydrated)",2023,2023,ha,1119,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2023,2023,ha,1673,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,1359.9,"Other fruits, n.e.c.",2023,2023,ha,535,E,Estimated value,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,1709.9,Other pulses n.e.c.,2023,2023,ha,180,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,1319,"Other tropical fruits, n.e.c.",2023,2023,ha,664,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,1290.9,"Other vegetables, fresh n.e.c.",2023,2023,ha,6327,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,1345,Peaches and nectarines,2023,2023,ha,5131,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,1342.01,Pears,2023,2023,ha,2438,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,1705,"Peas, dry",2023,2023,ha,39,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,1242,"Peas, green",2023,2023,ha,172,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,1346,Plums and sloes,2023,2023,ha,2944,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,1510,Potatoes,2023,2023,ha,18695,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,1342.02,Quinces,2023,2023,ha,466,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,116,Rye,2023,2023,ha,323,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,1344.01,Sour cherries,2023,2023,ha,750,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,1801,Sugar beet,2023,2023,ha,3639,E,Estimated value,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,1234,Tomatoes,2023,2023,ha,3836,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,1970,Unmanufactured tobacco,2023,2023,ha,343,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,1376,"Walnuts, in shell",2023,2023,ha,1802,A,Official figure,
